,breed,description,temperament,popularity,min_height,max_height,min_weight,max_weight,min_expectancy,max_expectancy,group,grooming_frequency_value,grooming_frequency_category,shedding_value,shedding_category,energy_level_value,energy_level_category,trainability_value,trainability_category,demeanor_value,demeanor_category,tokens
221,Samoyed,"samoyeds, the smiling sledge dogs, were bred for hard work in the world’s coldest locales. in the siberian town of oymyakon, for instance, temperatures of minus-60 degrees are common. the sammy’s famous white coat is thick enough to protect against such brutal conditions.powerful, agile, tireless, impervious to cold—sammies are drop-dead gorgeous but highly functional. even their most delightful feature, a perpetual smile, has a practical function: the mouth’s upturned corners keep sammies from drooling, preventing icicles from forming on the face.a sammy sentenced to solitary confinement in the yard is a miserable—and destructive—creature. these are smart, social, mischievous dogs who demand love and attention. sammies need a very firm but loving hand in training. as pack animals, they must learn early who the alpha dog is—and the alpha dog must be you. the samoyed is a substantial but graceful dog standing anywhere from 19 to a bit over 23 inches at the shoulder. powerful, tireless, with a thick all-white coat impervious to cold—sammies are perfectly beautiful but highly functional. even their most delightful feature, a perpetual smile, has a practical function: the upturned corners of the mouth keep sammies from drooling, preventing icicles from forming on the face.","Adaptable, Friendly, Gentle",59,48.26,59.69,15.875732950000002,29.48350405,12.0,14.0,Working Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.8,Energetic,0.4,Independent,0.8,Friendly,"['samoyeds', 'the', 'smiling', 'sledge', 'dogs', 'were', 'bred', 'for', 'hard', 'work', 'in', 'the', 'world', 's', 'coldest', 'locales', 'in', 'the', 'siberian', 'town', 'of', 'oymyakon', 'for', 'instance', 'temperatures', 'of', 'minus', '60', 'degrees', 'are', 'common', 'the', 'sammy', 's', 'famous', 'white', 'coat', 'is', 'thick', 'enough', 'to', 'protect', 'against', 'such', 'brutal', 'conditions', 'powerful', 'agile', 'tireless', 'impervious', 'to', 'cold', 'sammies', 'are', 'drop', 'dead', 'gorgeous', 'but', 'highly', 'functional', 'even', 'their', 'most', 'delightful', 'feature', 'a', 'perpetual', 'smile', 'has', 'a', 'practical', 'function', 'the', 'mouth', 's', 'upturned', 'corners', 'keep', 'sammies', 'from', 'drooling', 'preventing', 'icicles', 'from', 'forming', 'on', 'the', 'face', 'a', 'sammy', 'sentenced', 'to', 'solitary', 'confinement', 'in', 'the', 'yard', 'is', 'a', 'miserable', 'and', 'destructive', 'creature', 'these', 'are', 'smart', 'social', 'mischievous', 'dogs', 'who', 'demand', 'love', 'and', 'attention', 'sammies', 'need', 'a', 'very', 'firm', 'but', 'loving', 'hand', 'in', 'training', 'as', 'pack', 'animals', 'they', 'must', 'learn', 'early', 'who', 'the', 'alpha', 'dog', 'is', 'and', 'the', 'alpha', 'dog', 'must', 'be', 'you', 'the', 'samoyed', 'is', 'a', 'substantial', 'but', 'graceful', 'dog', 'standing', 'anywhere', 'from', '19', 'to', 'a', 'bit', 'over', '23', 'inches', 'at', 'the', 'shoulder', 'powerful', 'tireless', 'with', 'a', 'thick', 'all', 'white', 'coat', 'impervious', 'to', 'cold', 'sammies', 'are', 'perfectly', 'beautiful', 'but', 'highly', 'functional', 'even', 'their', 'most', 'delightful', 'feature', 'a', 'perpetual', 'smile', 'has', 'a', 'practical', 'function', 'the', 'upturned', 'corners', 'of', 'the', 'mouth', 'keep', 'sammies', 'from', 'drooling', 'preventing', 'icicles', 'from', 'forming', 'on', 'the', 'face']"
222,Schapendoes,"the schapendoes were everywhere in the netherlands during the late 19th and early 20th centuries, but their numbers dwindled drastically when border collies were imported. when the breed club for nederlandse schapendoes was founded in 1947, the schapendoes breed was resuscitated.the schapendoes is a lightly-built, long-coated, medium-sized dog. his movements are effortless and springy and his astounding ability to jump makes him excel at agility and other dog sports. with an attentive and courageous character, he is intelligent, watchful, lively, friendly and high-spirited. towards people familiar to him, he develops great affection and loyalty. club contact detailsclub: schapendoes usa clubemail: schapendoes@comcast.netaddress: 236 chandler ave, elmhurst, il 60126 this shaggy sheepdog of holland is also known as the dutch sheep dog. schapendoes are cheerful, funny, clever and brave and are very good family pets. they also have a strong desire to please.","Friendly, Watchful, Lively",,40.64,50.8,11.79340162,24.947580350000003,12.0,15.0,Foundation Stock Service,0.4,Weekly Brushing,0.6,Seasonal,0.6,Regular Exercise,0.8,Easy Training,0.6,Alert/Responsive,"['the', 'schapendoes', 'were', 'everywhere', 'in', 'the', 'netherlands', 'during', 'the', 'late', '19th', 'and', 'early', '20th', 'centuries', 'but', 'their', 'numbers', 'dwindled', 'drastically', 'when', 'border', 'collies', 'were', 'imported', 'when', 'the', 'breed', 'club', 'for', 'nederlandse', 'schapendoes', 'was', 'founded', 'in', '1947', 'the', 'schapendoes', 'breed', 'was', 'resuscitated', 'the', 'schapendoes', 'is', 'a', 'lightly', 'built', 'long', 'coated', 'medium', 'sized', 'dog', 'his', 'movements', 'are', 'effortless', 'and', 'springy', 'and', 'his', 'astounding', 'ability', 'to', 'jump', 'makes', 'him', 'excel', 'at', 'agility', 'and', 'other', 'dog', 'sports', 'with', 'an', 'attentive', 'and', 'courageous', 'character', 'he', 'is', 'intelligent', 'watchful', 'lively', 'friendly', 'and', 'high', 'spirited', 'towards', 'people', 'familiar', 'to', 'him', 'he', 'develops', 'great', 'affection', 'and', 'loyalty', 'club', 'contact', 'detailsclub', 'schapendoes', 'usa', 'clubemail', 'schapendoes', 'comcast', 'netaddress', '236', 'chandler', 'ave', 'elmhurst', 'il', '60126', 'this', 'shaggy', 'sheepdog', 'of', 'holland', 'is', 'also', 'known', 'as', 'the', 'dutch', 'sheep', 'dog', 'schapendoes', 'are', 'cheerful', 'funny', 'clever', 'and', 'brave', 'and', 'are', 'very', 'good', 'family', 'pets', 'they', 'also', 'have', 'a', 'strong', 'desire', 'to', 'please']"
223,Schipperke,"standing no higher than 13 inches, schipperkes are small dogs built for hard work. schips were created as ratters and watchdogs. their powerful jaws, necks, and forequarters—coupled with a stealthy, catlike hunting style—make them ideal rat-catching machines. the black coat is profuse around the neck, shoulders, and legs, giving the breed a silhouette that accentuates a thick, substantial body. the foxy face completes the unique look of a unique breed. if you can’t tell a schipperke from an ordinary dog, you simply haven’t been paying attention. the schipperke, belgium's ""little captain,"" is the traditional barge dog of the low countries. curious, lively, and intense but mischievous, this little black dog is a robust, long-lived companion for whom there is never a dull moment.","Confident, Alert, Curious",105,25.4,33.02,4.535923700000001,7.25747792,12.0,14.0,Non-Sporting Group,0.4,Weekly Brushing,0.6,Seasonal,0.8,Energetic,0.4,Independent,0.6,Alert/Responsive,"['standing', 'no', 'higher', 'than', '13', 'inches', 'schipperkes', 'are', 'small', 'dogs', 'built', 'for', 'hard', 'work', 'schips', 'were', 'created', 'as', 'ratters', 'and', 'watchdogs', 'their', 'powerful', 'jaws', 'necks', 'and', 'forequarters', 'coupled', 'with', 'a', 'stealthy', 'catlike', 'hunting', 'style', 'make', 'them', 'ideal', 'rat', 'catching', 'machines', 'the', 'black', 'coat', 'is', 'profuse', 'around', 'the', 'neck', 'shoulders', 'and', 'legs', 'giving', 'the', 'breed', 'a', 'silhouette', 'that', 'accentuates', 'a', 'thick', 'substantial', 'body', 'the', 'foxy', 'face', 'completes', 'the', 'unique', 'look', 'of', 'a', 'unique', 'breed', 'if', 'you', 'can', 't', 'tell', 'a', 'schipperke', 'from', 'an', 'ordinary', 'dog', 'you', 'simply', 'haven', 't', 'been', 'paying', 'attention', 'the', 'schipperke', 'belgium', 's', 'little', 'captain', 'is', 'the', 'traditional', 'barge', 'dog', 'of', 'the', 'low', 'countries', 'curious', 'lively', 'and', 'intense', 'but', 'mischievous', 'this', 'little', 'black', 'dog', 'is', 'a', 'robust', 'long', 'lived', 'companion', 'for', 'whom', 'there', 'is', 'never', 'a', 'dull', 'moment']"
224,Scottish Deerhound,"stand back: you need a little distance to fully appreciate the majesty of this ancient beast. in silhouette we see a noble coursing hound struck from the classic greyhound template. deerhounds are, though, much larger and more substantial than greyhounds—a good-size male can stand 32 inches at the shoulder and weigh 110 pounds. the crisp coat is seen in several colors; breed aficionados prefer the dark blue-gray coat. the tapered head and long neck add extra lift to an already stately hound. the crisply coated scottish deerhound, “royal dog of scotland,” is a majestically large coursing hound struck from the ancient greyhound template. among the tallest of dog breeds, the deerhound was bred to stalk the giant wild red deer.","Gentle, Dignified, Polite",158,71.12,81.28,34.01942775,49.895160700000005,8.0,11.0,Hound Group,0.2,Occasional Bath/Brush,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive,"['stand', 'back', 'you', 'need', 'a', 'little', 'distance', 'to', 'fully', 'appreciate', 'the', 'majesty', 'of', 'this', 'ancient', 'beast', 'in', 'silhouette', 'we', 'see', 'a', 'noble', 'coursing', 'hound', 'struck', 'from', 'the', 'classic', 'greyhound', 'template', 'deerhounds', 'are', 'though', 'much', 'larger', 'and', 'more', 'substantial', 'than', 'greyhounds', 'a', 'good', 'size', 'male', 'can', 'stand', '32', 'inches', 'at', 'the', 'shoulder', 'and', 'weigh', '110', 'pounds', 'the', 'crisp', 'coat', 'is', 'seen', 'in', 'several', 'colors', 'breed', 'aficionados', 'prefer', 'the', 'dark', 'blue', 'gray', 'coat', 'the', 'tapered', 'head', 'and', 'long', 'neck', 'add', 'extra', 'lift', 'to', 'an', 'already', 'stately', 'hound', 'the', 'crisply', 'coated', 'scottish', 'deerhound', 'royal', 'dog', 'of', 'scotland', 'is', 'a', 'majestically', 'large', 'coursing', 'hound', 'struck', 'from', 'the', 'ancient', 'greyhound', 'template', 'among', 'the', 'tallest', 'of', 'dog', 'breeds', 'the', 'deerhound', 'was', 'bred', 'to', 'stalk', 'the', 'giant', 'wild', 'red', 'deer']"
225,Scottish Terrier,"the well-known scottie silhouette is that of a short-legged but substantial terrier with distinctive furnishings at the beard, legs, and lower body. the wiry topcoat and soft, dense undercoat coat can be black, wheaten yellow, or a brindle-stripe pattern. bright, piercing eyes, and erect ears and tail, convey keen alertness—a hallmark of britain’s terrier breeds.the scottie working style has been described as efficient and businesslike, and their aloofness toward strangers makes them excellent watchdogs. their hunting instinct remains strong, which can complicate life for the neighbor’s cat, and scotties are known to be cantankerous around other dogs. this bold and clever scotsman enjoys brisk walks and upbeat play. a solidly compact dog of vivid personality, the scottish terrier is an independent, confident companion of high spirits. scotties have a dignified, almost-human character. their terrier persistence has earned the breed the nickname “the diehard.”","Confident, Independent, Spirited",57,25.4,25.4,8.164662660000001,9.97903214,12.0,12.0,Terrier Group,0.6,2-3 Times a Week Brushing,0.4,Occasional,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive,"['the', 'well', 'known', 'scottie', 'silhouette', 'is', 'that', 'of', 'a', 'short', 'legged', 'but', 'substantial', 'terrier', 'with', 'distinctive', 'furnishings', 'at', 'the', 'beard', 'legs', 'and', 'lower', 'body', 'the', 'wiry', 'topcoat', 'and', 'soft', 'dense', 'undercoat', 'coat', 'can', 'be', 'black', 'wheaten', 'yellow', 'or', 'a', 'brindle', 'stripe', 'pattern', 'bright', 'piercing', 'eyes', 'and', 'erect', 'ears', 'and', 'tail', 'convey', 'keen', 'alertness', 'a', 'hallmark', 'of', 'britain', 's', 'terrier', 'breeds', 'the', 'scottie', 'working', 'style', 'has', 'been', 'described', 'as', 'efficient', 'and', 'businesslike', 'and', 'their', 'aloofness', 'toward', 'strangers', 'makes', 'them', 'excellent', 'watchdogs', 'their', 'hunting', 'instinct', 'remains', 'strong', 'which', 'can', 'complicate', 'life', 'for', 'the', 'neighbor', 's', 'cat', 'and', 'scotties', 'are', 'known', 'to', 'be', 'cantankerous', 'around', 'other', 'dogs', 'this', 'bold', 'and', 'clever', 'scotsman', 'enjoys', 'brisk', 'walks', 'and', 'upbeat', 'play', 'a', 'solidly', 'compact', 'dog', 'of', 'vivid', 'personality', 'the', 'scottish', 'terrier', 'is', 'an', 'independent', 'confident', 'companion', 'of', 'high', 'spirits', 'scotties', 'have', 'a', 'dignified', 'almost', 'human', 'character', 'their', 'terrier', 'persistence', 'has', 'earned', 'the', 'breed', 'the', 'nickname', 'the', 'diehard']"
226,Sealyham Terrier,"standing less than 11 inches at the shoulder and weighing about 24 pounds, sealys are not big enough to be considered medium-sized dogs, but they stand among the strongest and most substantial of what we think of as small dogs.a typical sealy is well-muscled, built low to ground, and moves easily with long, determined strides. the weatherproof coat is predominantly white, and a long, broad head is furnished with lavish facial hair. despite their rep as the bruiser among short-legged terriers, sealys are cute, funny, affectionate, outgoing, and trainable, if a bit stubborn. their alertness and a big-dog bark make sealys excellent watchdogs. blessed with an adaptable nature, sealys are amenable to city dwelling or country life. the sealyham terrier is brave and spirited, but not as spiky as smaller terriers. these sturdy, outgoing companions are recognized by their “fall,” the mass of hair covering the forehead. sealy fans enjoy their dog’s sly sense of humor.","Alert, Outgoing, Sense Of Humor",164,26.67,26.67,10.43262451,10.88621688,12.0,14.0,Terrier Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive,"['standing', 'less', 'than', '11', 'inches', 'at', 'the', 'shoulder', 'and', 'weighing', 'about', '24', 'pounds', 'sealys', 'are', 'not', 'big', 'enough', 'to', 'be', 'considered', 'medium', 'sized', 'dogs', 'but', 'they', 'stand', 'among', 'the', 'strongest', 'and', 'most', 'substantial', 'of', 'what', 'we', 'think', 'of', 'as', 'small', 'dogs', 'a', 'typical', 'sealy', 'is', 'well', 'muscled', 'built', 'low', 'to', 'ground', 'and', 'moves', 'easily', 'with', 'long', 'determined', 'strides', 'the', 'weatherproof', 'coat', 'is', 'predominantly', 'white', 'and', 'a', 'long', 'broad', 'head', 'is', 'furnished', 'with', 'lavish', 'facial', 'hair', 'despite', 'their', 'rep', 'as', 'the', 'bruiser', 'among', 'short', 'legged', 'terriers', 'sealys', 'are', 'cute', 'funny', 'affectionate', 'outgoing', 'and', 'trainable', 'if', 'a', 'bit', 'stubborn', 'their', 'alertness', 'and', 'a', 'big', 'dog', 'bark', 'make', 'sealys', 'excellent', 'watchdogs', 'blessed', 'with', 'an', 'adaptable', 'nature', 'sealys', 'are', 'amenable', 'to', 'city', 'dwelling', 'or', 'country', 'life', 'the', 'sealyham', 'terrier', 'is', 'brave', 'and', 'spirited', 'but', 'not', 'as', 'spiky', 'as', 'smaller', 'terriers', 'these', 'sturdy', 'outgoing', 'companions', 'are', 'recognized', 'by', 'their', 'fall', 'the', 'mass', 'of', 'hair', 'covering', 'the', 'forehead', 'sealy', 'fans', 'enjoy', 'their', 'dog', 's', 'sly', 'sense', 'of', 'humor']"
227,Segugio Italiano," calm, responsive, and intelligent, the segugio italiano is a tenacious hunter and an excellent pet.","Friendly, Intelligent, Eager to Please",,48.26,58.42,18.1436948,27.2155422,11.0,13.0,Foundation Stock Service,0.4,Weekly Brushing,0.6,Seasonal,,,1.0,Eager to Please,,,"['calm', 'responsive', 'and', 'intelligent', 'the', 'segugio', 'italiano', 'is', 'a', 'tenacious', 'hunter', 'and', 'an', 'excellent', 'pet']"
228,Shetland Sheepdog,"the shetland sheepdog is a small, active, and agile herding dog standing between 13 and 16 inches at the shoulder. the long coat is harsh and straight, with a dense undercoat, and comes in black, blue merle, and sable, with white markings. the coat, along with a long, wedge-shaped head; small, three-quarter erect ears; and deep-chested, level-backed torso, give shelties the look of a rough-coated collie in miniature.bright and eager shelties are easy trainers and world-class competitors in obedience, agility, and herding trials. they are sensitive and affectionate family dogs, highly in tune with the mood of the household. they like to bark and tend to be reserved toward strangers—two qualifications of an excellent watchdog. the shetland sheepdog, also known as the sheltie, is an extremely intelligent, quick, and obedient herder from scotland’s remote and rugged shetland islands. shelties bear a strong family resemblance to their bigger cousin, the collie.","Playful, Energetic, Bright",25,33.02,40.64,6.80388555,11.33980925,12.0,14.0,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,1.0,Eager to Please,0.4,Reserved with Strangers,"['the', 'shetland', 'sheepdog', 'is', 'a', 'small', 'active', 'and', 'agile', 'herding', 'dog', 'standing', 'between', '13', 'and', '16', 'inches', 'at', 'the', 'shoulder', 'the', 'long', 'coat', 'is', 'harsh', 'and', 'straight', 'with', 'a', 'dense', 'undercoat', 'and', 'comes', 'in', 'black', 'blue', 'merle', 'and', 'sable', 'with', 'white', 'markings', 'the', 'coat', 'along', 'with', 'a', 'long', 'wedge', 'shaped', 'head', 'small', 'three', 'quarter', 'erect', 'ears', 'and', 'deep', 'chested', 'level', 'backed', 'torso', 'give', 'shelties', 'the', 'look', 'of', 'a', 'rough', 'coated', 'collie', 'in', 'miniature', 'bright', 'and', 'eager', 'shelties', 'are', 'easy', 'trainers', 'and', 'world', 'class', 'competitors', 'in', 'obedience', 'agility', 'and', 'herding', 'trials', 'they', 'are', 'sensitive', 'and', 'affectionate', 'family', 'dogs', 'highly', 'in', 'tune', 'with', 'the', 'mood', 'of', 'the', 'household', 'they', 'like', 'to', 'bark', 'and', 'tend', 'to', 'be', 'reserved', 'toward', 'strangers', 'two', 'qualifications', 'of', 'an', 'excellent', 'watchdog', 'the', 'shetland', 'sheepdog', 'also', 'known', 'as', 'the', 'sheltie', 'is', 'an', 'extremely', 'intelligent', 'quick', 'and', 'obedient', 'herder', 'from', 'scotland', 's', 'remote', 'and', 'rugged', 'shetland', 'islands', 'shelties', 'bear', 'a', 'strong', 'family', 'resemblance', 'to', 'their', 'bigger', 'cousin', 'the', 'collie']"
229,Shiba Inu,"brought to america from japan as recently as 60 years ago, shibas are growing in popularity in the west and are already the most popular breed in their homeland. their white markings combined with their coloring (red, red sesame, or black and tan) and their alert expression and smooth stride makes them almost foxlike. they’re sturdy, muscular dogs with a bold, confident personality to match. an ancient japanese breed, the shiba inu is a little but well-muscled dog once employed as a hunter. today, the spirited, good-natured shiba is the most popular companion dog in japan. the adaptable shiba is at home in town or country.","Alert, Active, Attentive",44,34.29,41.91,7.71107029,10.43262451,13.0,16.0,Non-Sporting Group,0.4,Weekly Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.4,Reserved with Strangers,"['brought', 'to', 'america', 'from', 'japan', 'as', 'recently', 'as', '60', 'years', 'ago', 'shibas', 'are', 'growing', 'in', 'popularity', 'in', 'the', 'west', 'and', 'are', 'already', 'the', 'most', 'popular', 'breed', 'in', 'their', 'homeland', 'their', 'white', 'markings', 'combined', 'with', 'their', 'coloring', 'red', 'red', 'sesame', 'or', 'black', 'and', 'tan', 'and', 'their', 'alert', 'expression', 'and', 'smooth', 'stride', 'makes', 'them', 'almost', 'foxlike', 'they', 're', 'sturdy', 'muscular', 'dogs', 'with', 'a', 'bold', 'confident', 'personality', 'to', 'match', 'an', 'ancient', 'japanese', 'breed', 'the', 'shiba', 'inu', 'is', 'a', 'little', 'but', 'well', 'muscled', 'dog', 'once', 'employed', 'as', 'a', 'hunter', 'today', 'the', 'spirited', 'good', 'natured', 'shiba', 'is', 'the', 'most', 'popular', 'companion', 'dog', 'in', 'japan', 'the', 'adaptable', 'shiba', 'is', 'at', 'home', 'in', 'town', 'or', 'country']"
230,Shih Tzu,"shih tzu (pronounced in the west “sheed-zoo” or “sheet-su”; the chinese say “sher-zer”), weighing between 9 to 16 pounds, and standing between 8 and 11 inches, are surprisingly solid for dogs their size. the coat, which comes in many colors, is worth the time you will put into it—few dogs are as beautiful as a well-groomed shih tzu.being cute is a way of life for this lively charmer. the shih tzu is known to be especially affectionate with children. as a small dog bred to spend most of their day inside royal palaces, they make a great pet if you live in an apartment or lack a big backyard. some dogs live to dig holes and chase cats, but a shih tzu’s idea of fun is sitting in your lap acting adorable as you try to watch tv. that face! those big dark eyes looking up at you with that sweet expression! it’s no surprise that shih tzu owners have been so delighted with this little “lion dog” for a thousand years. where shih tzu go, giggles and mischief follow.","Affectionate, Playful, Outgoing",20,22.86,26.67,4.082331330000001,7.25747792,10.0,18.0,Toy Group,0.8,Daily Brushing,0.2,Infrequent,0.6,Regular Exercise,0.6,Agreeable,0.8,Friendly,"['shih', 'tzu', 'pronounced', 'in', 'the', 'west', 'sheed', 'zoo', 'or', 'sheet', 'su', 'the', 'chinese', 'say', 'sher', 'zer', 'weighing', 'between', '9', 'to', '16', 'pounds', 'and', 'standing', 'between', '8', 'and', '11', 'inches', 'are', 'surprisingly', 'solid', 'for', 'dogs', 'their', 'size', 'the', 'coat', 'which', 'comes', 'in', 'many', 'colors', 'is', 'worth', 'the', 'time', 'you', 'will', 'put', 'into', 'it', 'few', 'dogs', 'are', 'as', 'beautiful', 'as', 'a', 'well', 'groomed', 'shih', 'tzu', 'being', 'cute', 'is', 'a', 'way', 'of', 'life', 'for', 'this', 'lively', 'charmer', 'the', 'shih', 'tzu', 'is', 'known', 'to', 'be', 'especially', 'affectionate', 'with', 'children', 'as', 'a', 'small', 'dog', 'bred', 'to', 'spend', 'most', 'of', 'their', 'day', 'inside', 'royal', 'palaces', 'they', 'make', 'a', 'great', 'pet', 'if', 'you', 'live', 'in', 'an', 'apartment', 'or', 'lack', 'a', 'big', 'backyard', 'some', 'dogs', 'live', 'to', 'dig', 'holes', 'and', 'chase', 'cats', 'but', 'a', 'shih', 'tzu', 's', 'idea', 'of', 'fun', 'is', 'sitting', 'in', 'your', 'lap', 'acting', 'adorable', 'as', 'you', 'try', 'to', 'watch', 'tv', 'that', 'face', 'those', 'big', 'dark', 'eyes', 'looking', 'up', 'at', 'you', 'with', 'that', 'sweet', 'expression', 'it', 's', 'no', 'surprise', 'that', 'shih', 'tzu', 'owners', 'have', 'been', 'so', 'delighted', 'with', 'this', 'little', 'lion', 'dog', 'for', 'a', 'thousand', 'years', 'where', 'shih', 'tzu', 'go', 'giggles', 'and', 'mischief', 'follow']"
231,Shikoku,"the original shikoku, or kochi-ken, existed in the mountain ranges of kochi prefecture on the island of shikoku. they were highly valued by the matagi (japanese hunters) as a tracker of game, particularly wild boar. he is a medium-sized dog with well-balanced and well-developed, clean-cut muscles. he has pricked ears and a curled or sickle tail. his conformation is strong, well-boned and compact. his outer coat is rather harsh and straight and his undercoat is soft and dense. the hair on his tail is long. his coat can be red, black and tan, or sesame, which is a well-mixed color of black, red, and white hairs. the shikoku is a dog of marked endurance, keen in sense with a naive feeling, energetic and highly alert. he is an enthusiastic hunter and docile towards his master.","Energetic, Alert, Enthusiastic",,43.18,55.88,15.875732950000002,24.947580350000003,10.0,12.0,Foundation Stock Service,0.4,Weekly Brushing,,,0.6,Regular Exercise,,,,,"['the', 'original', 'shikoku', 'or', 'kochi', 'ken', 'existed', 'in', 'the', 'mountain', 'ranges', 'of', 'kochi', 'prefecture', 'on', 'the', 'island', 'of', 'shikoku', 'they', 'were', 'highly', 'valued', 'by', 'the', 'matagi', 'japanese', 'hunters', 'as', 'a', 'tracker', 'of', 'game', 'particularly', 'wild', 'boar', 'he', 'is', 'a', 'medium', 'sized', 'dog', 'with', 'well', 'balanced', 'and', 'well', 'developed', 'clean', 'cut', 'muscles', 'he', 'has', 'pricked', 'ears', 'and', 'a', 'curled', 'or', 'sickle', 'tail', 'his', 'conformation', 'is', 'strong', 'well', 'boned', 'and', 'compact', 'his', 'outer', 'coat', 'is', 'rather', 'harsh', 'and', 'straight', 'and', 'his', 'undercoat', 'is', 'soft', 'and', 'dense', 'the', 'hair', 'on', 'his', 'tail', 'is', 'long', 'his', 'coat', 'can', 'be', 'red', 'black', 'and', 'tan', 'or', 'sesame', 'which', 'is', 'a', 'well', 'mixed', 'color', 'of', 'black', 'red', 'and', 'white', 'hairs', 'the', 'shikoku', 'is', 'a', 'dog', 'of', 'marked', 'endurance', 'keen', 'in', 'sense', 'with', 'a', 'naive', 'feeling', 'energetic', 'and', 'highly', 'alert', 'he', 'is', 'an', 'enthusiastic', 'hunter', 'and', 'docile', 'towards', 'his', 'master']"
232,Siberian Husky,"the graceful, medium-sized siberian husky’s almond-shaped eyes can be either brown or blue—and sometimes one of each—and convey a keen but amiable and even mischievous expression. quick and nimble-footed, siberians are known for their powerful but seemingly effortless gait. tipping the scales at no more than 60 pounds, they are noticeably smaller and lighter than their burly cousin, the alaskan malamute. in fact, breeders and fanciers prefer the moniker siberians over huskies, as the latter suggests a bigger, brawnier dog than what is the standard for the breed.as born pack dogs, siberians enjoy family life and get on well with other dogs; their innate friendliness render them indifferent watchdogs. this breed is also energetic and can’t resist chasing small animals, so secure running room is a must. an attractive feature of the breed: siberians are naturally clean, with little doggy odor. the siberian husky, a thickly coated, compact sled dog of medium size and great endurance, was developed to work in packs, pulling light loads at moderate speeds over vast frozen expanses. this northern breed is friendly, fastidious, and dignified.","Loyal, Mischievous, Outgoing",14,50.8,59.69,15.875732950000002,27.2155422,12.0,14.0,Working Group,0.4,Weekly Brushing,0.6,Seasonal,0.8,Energetic,0.4,Independent,0.8,Friendly,"['the', 'graceful', 'medium', 'sized', 'siberian', 'husky', 's', 'almond', 'shaped', 'eyes', 'can', 'be', 'either', 'brown', 'or', 'blue', 'and', 'sometimes', 'one', 'of', 'each', 'and', 'convey', 'a', 'keen', 'but', 'amiable', 'and', 'even', 'mischievous', 'expression', 'quick', 'and', 'nimble', 'footed', 'siberians', 'are', 'known', 'for', 'their', 'powerful', 'but', 'seemingly', 'effortless', 'gait', 'tipping', 'the', 'scales', 'at', 'no', 'more', 'than', '60', 'pounds', 'they', 'are', 'noticeably', 'smaller', 'and', 'lighter', 'than', 'their', 'burly', 'cousin', 'the', 'alaskan', 'malamute', 'in', 'fact', 'breeders', 'and', 'fanciers', 'prefer', 'the', 'moniker', 'siberians', 'over', 'huskies', 'as', 'the', 'latter', 'suggests', 'a', 'bigger', 'brawnier', 'dog', 'than', 'what', 'is', 'the', 'standard', 'for', 'the', 'breed', 'as', 'born', 'pack', 'dogs', 'siberians', 'enjoy', 'family', 'life', 'and', 'get', 'on', 'well', 'with', 'other', 'dogs', 'their', 'innate', 'friendliness', 'render', 'them', 'indifferent', 'watchdogs', 'this', 'breed', 'is', 'also', 'energetic', 'and', 'can', 't', 'resist', 'chasing', 'small', 'animals', 'so', 'secure', 'running', 'room', 'is', 'a', 'must', 'an', 'attractive', 'feature', 'of', 'the', 'breed', 'siberians', 'are', 'naturally', 'clean', 'with', 'little', 'doggy', 'odor', 'the', 'siberian', 'husky', 'a', 'thickly', 'coated', 'compact', 'sled', 'dog', 'of', 'medium', 'size', 'and', 'great', 'endurance', 'was', 'developed', 'to', 'work', 'in', 'packs', 'pulling', 'light', 'loads', 'at', 'moderate', 'speeds', 'over', 'vast', 'frozen', 'expanses', 'this', 'northern', 'breed', 'is', 'friendly', 'fastidious', 'and', 'dignified']"
